state_name,state_name_slug,state_code,state_code_slug,class,bioguide,thomas,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,website,contact_page,facebook_url,twitter_handle,twitter_url,photo_url
"Missouri","missouri","MO","mo","I","H001089",,"N00041620","169716","S8MO00160",,"Q23020745",,"senator","republican","Josh Hawley","josh-hawley","Josh",,"Hawley",,,"JAHSH HAW-lee","male","white-american","unspecified","no","1979-12-31","2019-01-03","2025-01-03","Josh Hawley is a Republican member of the U.S. Senate from Missouri. Hawley was elected to the office on November 6, 2018. Hawley is the current attorney general of Missouri. He was the Republican candidate for the office in the state's 2016 election. He won the general election on November 8, 2016.","202-224-6154",,"38.892947","-77.075686","B40A Dirksen Senate Office Building Washington DC 20510",,,"B40A Dirksen Senate Office Building Washington DC 20510",,,"Washington","DC","20510","Building","https://www.hawley.senate.gov","https://www.hawley.senate.gov/contact-senator-hawley","https://facebook.com/SenatorHawley","HawleyMO","https://twitter.com/HawleyMO","https://cdn.civil.services/us-senate/headshots/512x512/josh-hawley.jpg"
"Missouri","missouri","MO","mo","III","B000575","1464","N00005195","418",,,,,"senator","republican","Roy Blunt","roy-blunt","Roy",,"Blunt",,,"ROY BLUHNT","male","white-american","southern-baptist","no","1950-01-10","2011-01-03","2023-01-03","Roy Blunt, a Senator and a Representative from Missouri; born in Niangua, Webster County, Mo., January 10, 1950; graduated Southwest Baptist University, Bolivar, Mo., B.A., 1970; graduated Missouri State University, Springfield, Mo., M.A., 1972; high school history teacher; clerk and chief election officer, Greene County, Mo. 1973-1984; Missouri state secretary of state 1984-1993; President, Southwest Baptist University, Bolivar, Mo. 1993-1996; elected as a Republican to the One Hundred Fifth and to the six succeeding Congresses (January 3, 1997-January 3, 2011); majority whip (One Hundred Eighth through One Hundred Ninth Congresses); acting majority leader (One Hundred Ninth Congress, September 28, 2005-February 2, 2006); minority whip (One Hundred Tenth Congress); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017; vice-chair, Republican Conference (2012-); chair, Committee on Rules and Administration (One Hundred Fourteenth Congress).","202-224-5721","202-224-8149","38.892542","-77.007415","260 Russell Senate Office Building, Washington, DC 20510",,,"260 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.blunt.senate.gov","https://www.blunt.senate.gov/public/index.cfm/contact-roy","https://facebook.com/RoyForMissouri","RoyBlunt","https://twitter.com/RoyBlunt","https://cdn.civil.services/us-senate/headshots/512x512/roy-blunt.jpg"
"Mississippi","mississippi","MS","ms","I","W000437","1226","N00003280","21926",,,,,"senator","republican","Roger Wicker","roger-wicker","Roger","F.","Wicker",,,"RAH-jer WIK-er","male","white-american","southern-baptist","no","1951-07-05","2007-12-31","2019-01-03","Roger Wicker, a Senator and a Representative from Mississippi; born in Pontotoc, Pontotoc County, Miss., July 5, 1951; graduated Pontotoc High School, Pontotoc, Miss., 1969; B.A., University of Mississippi, University, Miss., 1973; J.D., University of Mississippi, University, Miss. 1975; Air Force Reserve Officer Training Corps; United States Air Force 1976-1980; United States Air Force Reserve 1980-2003; staff for United States Representative Trent Lott of Mississippi, House Committee on Rules 1980-1982; Tupelo, Miss., judge pro tem; Lee County, Miss., public defender 1984-1987; member of the Mississippi state Senate 1988-1994; elected as a Republican to the One Hundred Fourth and to the six succeeding Congresses (January 3, 1995-December 31, 2007); resigned on December 31, 2007, to accept appointment to the Senate; appointed to the U.S. Senate on December 31, 2007, to fill the seat left vacant by the resignation of Chester Trent Lott; took oath of office on December 31, 2007; elected in 2008 in a special election for the term ending January 3, 2013; reelected in 2012 for the term ending January 3, 2019; chair, National Republican Senatorial Committee (2015-).","202-224-6253","202-228-0378","38.892947","-77.075686","555 Dirksen Senate Office Building, Washington, DC 20510",,,"555 Dirksen Senate Office Building",,,"Washington","DC","20510","Building","http://www.wicker.senate.gov","https://www.wicker.senate.gov/public/index.cfm/contact","https://facebook.com/wicker","SenatorWicker","https://twitter.com/SenatorWicker","https://cdn.civil.services/us-senate/headshots/512x512/roger-wicker.jpg"
"Mississippi","mississippi","MS","ms","II","H001079",,"N00043298","20784",,,,,"senator","republican","Cindy Hyde-Smith","cindy-hyde-smith","Cindy",,"Hyde-Smith",,,"SIN-dee HIDE-smith","female","white-american","christian","no","1959-05-10","2018-04-09","2027-01-03","Cindy Hyde-Smith is a Senator from Mississippi; born in Brookhaven, Miss., May 10, 1959; graduated Copiah-Lincoln Community College; B.A., University of Southern Mississippi, 1981; cattle farmer; member of the Mississippi state senate 2000-2012; Mississippi state commissioner of agriculture and commerce 2012-2018; appointed as a Republican to the United States Senate to fill the vacancy caused by the resignation of Thad Cochran; took the oath of office on April 9, 2018; subsequently elected in a special election on November 27, 2018, for the remainder of the term ending January 3, 2021.","202-224-5054",,"38.892947","-77.075686","113 Dirksen Senate Office Building, Washington, DC 20510",,,"113 Dirksen Senate Office Building",,,"Washington","DC","20510","Building","http://www.hydesmith.senate.gov","https://www.hydesmith.senate.gov/content/contact-senator","https://facebook.com/SenatorCindyHydeSmith","SenHydeSmith","https://twitter.com/SenHydeSmith","https://cdn.civil.services/us-senate/headshots/512x512/cindy-hyde-smith.jpg"
"Montana","montana","MT","mt","I","T000464","1829","N00027605","20928",,,,,"senator","democrat","Jon Tester","jon-tester","Jon",,"Tester",,,"JAHN TEH-ster","male","white-american","church-of-god","no","1956-08-21","2007-01-03","2019-01-03","Jon Tester, a Senator from Montana; born in Havre, Mont., on August 21, 1956; graduated College of Great Falls 1978, farmer; teacher; member, Big Sandy school board 1983-1992 (chairman 1986-1991); Montana State Senate 1999-2006, serving as minority whip 2001-2003, minority leader 2003-2005, president 2005-2006; elected as a Democrat to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Committee on Indian Affairs (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015]); chair, Democratic Senatorial Campaign Committee (2015-).","202-224-2644","202-224-8594","38.892839","-77.004356","311 Hart Senate Office Building, Washington, DC 20510",,,"311 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.tester.senate.gov","https://www.tester.senate.gov/?p=email_senator","https://facebook.com/senatortester","SenatorTester","https://twitter.com/SenatorTester","https://cdn.civil.services/us-senate/headshots/512x512/jon-tester.jpg"
"Montana","montana","MT","mt","II","D000618","2138","N00033054","135720",,,,,"senator","republican","Steve Daines","steve-daines","Steve",,"Daines",,,"STEEV DAYNZ","male","white-american","presbyterian","no","1962-08-20","2015-01-03","2027-01-03","Steve Daines, a Senator and a Representative from Montana; born in Van Nuys, Los Angeles County, Calif., August 20, 1962; graduated from Bozeman High School, Bozeman, Mont.; B.S., Montana State University, Bozeman, Mont., 1984; businessman; delegate, Republican National Convention, 1984; unsuccessful candidate for lieutenant governor of Montana in 2008; elected as a Republican to the One Hundred Thirteenth Congress (January 3, 2013-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.","202-224-2651",,"38.892839","-77.004356","320 Hart Senate Office Building, Washington, DC 20510",,,"320 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.daines.senate.gov","https://www.daines.senate.gov/connect/email-steve","https://facebook.com/SteveDainesMT","SteveDaines","https://twitter.com/SteveDaines","https://cdn.civil.services/us-senate/headshots/512x512/steve-daines.jpg"
"North Carolina","north-carolina","NC","nc","III","B001135","153","N00002221","21787",,,,,"senator","republican","Richard Burr","richard-burr","Richard",,"Burr",,,"RICH-erd BUR","male","white-american","methodist","no","1955-11-30","2005-01-03","2023-01-03","Richard Burr, a Senator and a Representative from North Carolina; born in Charlottesville, Albemarle County, Va., November 30, 1955; graduated from Reynolds High School, Winston-Salem, N.C., 1974; B.A., Wake Forest University, Winston-Salem, N.C., 1978; unsuccessful candidate for election to the One Hundred Third Congress in 1992; elected as a Republican to the One Hundred Fourth and to the four succeeding Congresses (January 3, 1995-January 3, 2005); was not a candidate for reelection to the House of Representatives, but was elected to the United States Senate in 2004; reelected in 2010 for the term ending January 3, 2017; Chair, Select Committee on Intelligence (One Hundred Fourteenth Congress).","202-224-3154","202-228-2981","38.892542","-77.007415","217 Russell Senate Office Building, Washington, DC 20510",,,"217 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.burr.senate.gov","https://www.burr.senate.gov/contact/email","https://facebook.com/SenatorRichardBurr","SenatorBurr","https://twitter.com/SenatorBurr","https://cdn.civil.services/us-senate/headshots/512x512/richard-burr.jpg"
"North Carolina","north-carolina","NC","nc","II","T000476","2291","N00035492","57717",,,,,"senator","republican","Thom Tillis","thom-tillis","Thom",,"Tillis",,,"TAHM TIL-iss","male","white-american","roman-catholic","no","1960-08-30","2015-01-03","2027-01-03","Thom Tillis, a Senator from North Carolina; born in Jacksonville, Duval County, Fla., August 30, 1960; B.A., University of Maryland University College, 1997; management consultant; member of the Cornelius (N.C.) board of commissioners 2003-2005; Member of the North Carolina house of representatives 2007-2014, serving as speaker of the House 2011-2014; elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.","202-224-6342","202-228-2563","38.892947","-77.075686","185 Dirksen Senate Office Building, Washington, DC 20510",,,"185 Dirksen Senate Office Building",,,"Washington","DC","20510","Building","http://www.tillis.senate.gov","https://www.tillis.senate.gov/public/index.cfm/email-me","https://facebook.com/SenatorThomTillis","SenThomTillis","https://twitter.com/SenThomTillis","https://cdn.civil.services/us-senate/headshots/512x512/thom-tillis.jpg"
"North Dakota","north-dakota","ND","nd","I","C001096",,"N00004614","444","S8ND00120",,"Q3957020",,"senator","republican","Kevin Cramer","kevin-cramer","Kevin",,"Cramer",,,"KE-vin KRAY-mer","male","white-american","unspecified","no","1961-01-21","2019-01-03","2025-01-03","Kevin Cramer is a Republican member-elect for the U.S. Senate from North Dakota. Cramer won the general election on November 6, 2018, after advancing from the primary on June 12, 2018. Cramer served as a member of the North Dakota Public Service Commission from 2003-2013. He was elected to the U.S. House in 2012.","202-224-2043",,"38.892947","-77.075686","B40C Dirksen Senate Office Building Washington DC 20510",,,"B40C Dirksen Senate Office Building Washington DC 20510",,,"Washington","DC","20510","Building","https://www.cramer.senate.gov/","https://www.cramer.senate.gov/","https://facebook.com/SenatorKevinCramer","SenKevinCramer","https://twitter.com/SenKevinCramer","https://cdn.civil.services/us-senate/headshots/512x512/kevin-cramer.jpg"
"North Dakota","north-dakota","ND","nd","III","H001061","2079","N00031688","41788",,,,,"senator","republican","John Hoeven","john-hoeven","John",,"Hoeven",,,"JAHN HOH-vuhn","male","white-american","roman-catholic","no","1957-03-13","2011-01-03","2023-01-03","John Hoeven, a Senator from North Dakota; born in Bismarck, N.D., March 13, 1957; graduated Dartmouth College, B.A., 1979; graduated Northwestern University, M.B.A., 1981; bank president and CEO; governor of North Dakota 2000-2010; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017.","202-224-2551","701- 250-4484","38.892542","-77.007415","338 Russell Senate Office Building, Washington, DC 20510",,,"338 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.hoeven.senate.gov","https://www.hoeven.senate.gov/public/index.cfm/email-the-senator","https://facebook.com/SenatorJohnHoeven","SenJohnHoeven","https://twitter.com/SenJohnHoeven","https://cdn.civil.services/us-senate/headshots/512x512/john-hoeven.jpg"
"Nebraska","nebraska","NE","ne","II","S001197","2289","N00035544","150182",,,,,"senator","republican","Ben Sasse","ben-sasse","Ben",,"Sasse",,,"BEN SASS","male","white-american","evangelical-lutheran","no","1972-02-22","2015-01-03","2027-01-03","Benjamin Sasse, a Senator from Nebraska; born in Plainview, Pierce County, Nebr., February 22, 1972; B.A., Harvard University, 1994; M.A., St. John's College, Annapolis, Md., 1998; Ph.D., Yale University, 2004; management consultant; University professor; chief of staff to U.S. Representative Jeff Fortenberry; counselor to the secretary, U.S. Department of Health and Human Services; assistant secretary for planning and evaluation, U.S. Department of Health and Human Services; president of Midland University, Fremont, Nebr.; elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021.","202-224-4224",,"38.892542","-77.007415","386A Russell Senate Office Building, Washington, DC 20510",,,"386A Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.sasse.senate.gov","https://www.sasse.senate.gov/public/index.cfm/email-ben","https://facebook.com/SenatorSasse","SenSasse","https://twitter.com/SenSasse","https://cdn.civil.services/us-senate/headshots/512x512/ben-sasse.jpg"
"Nebraska","nebraska","NE","ne","I","F000463","2179","N00033443","41963",,,,,"senator","republican","Deb Fischer","deb-fischer","Deb",,"Fischer",,,"DEBB FISH-er","female","white-american","presbyterian","no","1951-03-01","2013-01-03","2019-01-03","Deb Fischer, a Senator from Nebraska; born in Lincoln, Neb., March 1, 1951; graduated University of Nebraska, B.S., 1988; rancher; Valentine Rural High School Board of Education 1990-2004; Nebraska Coordinating Commission for Postsecondary Education 2000-2004; Nebraska Unicameral Legislature 2005-2012; elected as a Republican to the United States Senate in 2012 for the term ending January 3, 2019.","202-224-6551","202-228-1325","38.892542","-77.007415","454 Russell Senate Office Building, Washington, DC 20510",,,"454 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.fischer.senate.gov","https://www.fischer.senate.gov/public/index.cfm/contact","https://facebook.com/senatordebfischer","SenatorFischer","https://twitter.com/SenatorFischer","https://cdn.civil.services/us-senate/headshots/512x512/deb-fischer.jpg"
"New Hampshire","new-hampshire","NH","nh","II","S001181","1901","N00024790","1663",,,,,"senator","democrat","Jeanne Shaheen","jeanne-shaheen","Jeanne",,"Shaheen",,,"JEEN shuh-HEEN","female","white-american","protestant","no","1947-01-28","2009-01-03","2021-01-13","Jeanne Shaheen, a Senator from New Hampshire; born in St. Charles, Mo., January 28, 1947; B.A., Shippensburg State College, Shippensburg, Penn., 1969; M.S.S., University of Mississippi, 1973; New Hampshire State Senator, 1990-1996; governor of New Hampshire, 1997-2003; unsuccessful candidate for election to the United States Senate in 2002; elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021.","202-224-2841",,"38.892839","-77.004356","506 Hart Senate Office Building, Washington, DC 20510",,,"506 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.shaheen.senate.gov","https://www.shaheen.senate.gov/contact/contact-jeanne","https://facebook.com/SenatorShaheen","SenatorShaheen","https://twitter.com/SenatorShaheen","https://cdn.civil.services/us-senate/headshots/512x512/jeanne-shaheen.jpg"
"New Hampshire","new-hampshire","NH","nh","III","H001076",,"N00038397","42552",,,,,"senator","democrat","Margaret Hassan","margaret-hassan","Margaret",,"Hassan",,"Maggie","MAG-ee HASS-uhn","female","white-american","united-church-of-christ","no","1958-02-27","2017-01-03","2023-01-03","Maggie Hassan, a Senator from New Hampshire; born in Boston, Mass., February 27, 1958; B.A., Brown University, 1980; J.D., Northeastern University School of Law, 1985; lawyer; member of the New Hampshire Advisory Committee to the Adequacy in Education and Finance Commission; member of the New Hampshire state Senate 2005-2010, serving as majority leader 2008-2010; governor of New Hampshire 2013-2016; elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023.","202-224-3324",,"38.892542","-77.007415","B85 Russell Senate Office Building, Washington, DC 20510",,,"B85 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.hassan.senate.gov","https://www.hassan.senate.gov/content/contact-senator","https://facebook.com/maggiefornh","Maggie_Hassan","https://twitter.com/Maggie_Hassan","https://cdn.civil.services/us-senate/headshots/512x512/margaret-hassan.jpg"
"New Jersey","new-jersey","NJ","nj","II","B001288","2194","N00035267","76151",,,,,"senator","democrat","Cory Booker","cory-booker","Cory",,"Booker",,,"KOR-ee BOOK-er","male","african-american","roman-catholic","no","1969-04-27","2013-10-31","2027-01-03","Cory Booker, a Senator from New Jersey; born on April 27, 1969, in Washington, D.C.; graduated Northern Valley Regional High School, Old Tappan, N.J., 1987; B.A., Stanford University, 1991; M.A., Stanford University, 1992; attended The Queen's College, University of Oxford, Oxford, England, as a Rhodes Scholar and received a graduate degree in 1994; J.D., Yale Law School, 1997; worked as an attorney in the non-profit sector; Newark City Council 1998-2002; Mayor of Newark, N.J. 2006-2013; elected as a Democrat to the United States Senate in a special election on October 16, 2013, to fill the vacancy caused by the death of Frank Lautenberg, a seat subsequently held by appointed Senator Jeffrey Chiesa, and took the oath of office on October 31, 2013; reelected in 2014 for the term ending January 3, 2021.","202-224-3224","202-224-8378","38.892947","-77.075686","359 Dirksen Senate Office Building, Washington, DC 20510",,,"359 Dirksen Senate Office Building",,,"Washington","DC","20510","Building","http://www.booker.senate.gov","https://www.booker.senate.gov/?p=contact","https://facebook.com/corybooker","CoryBooker","https://twitter.com/CoryBooker","https://cdn.civil.services/us-senate/headshots/512x512/cory-booker.jpg"
"New Jersey","new-jersey","NJ","nj","I","M000639","791","N00000699","26961",,,,,"senator","democrat","Robert Menendez","robert-menendez","Robert",,"Menendez",,,"BAHB men-EN-dez","male","hispanic-american","christian","no","1954-01-01","2006-01-18","2019-01-03","Robert Menendez, a Senator and a Representative from New Jersey; born in New York, N.Y., on January 1, 1954; graduated from Union Hill High School, Union City, N.J., 1972; B.A., Saint Peter's College, Jersey City, N.J., 1976; J.D., Rutgers University School of Law, Newark, N.J., 1979; lawyer, private practice; member of the Union City, N.J., board of education 1974-1978, and chief financial officer 1978-1982; mayor of Union City, N.J., 1986-1992; member of the New Jersey state general assembly 1987-1991; Member of the New Jersey state Senate 1991-1993; elected as a Democrat to the One Hundred Third and to the six succeeding Congresses, and served from January 3, 1993, to January 16, 2006, when he resigned to become a U.S. senator; chair, House Democratic Caucus (One Hundred Eighth through One Hundred Ninth Congresses); appointed on January 17, 2006, to the United States Senate to fill vacancy caused by resignation of Jon S. Corzine; service began on January 17, 2006, and took the oath of office on January 18, 2006; elected to the U.S. Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Democratic Senatorial Campaign Committee (2008-2011), Committee on Foreign Relations (One Hundred Thirteenth Congress [February 1, 2013-January 3, 2015]).","202-224-4744","202-228-2197","38.892839","-77.004356","528 Hart Senate Office Building, Washington, DC 20510",,,"528 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://menendez.senate.gov","https://www.menendez.senate.gov/contact","https://facebook.com/senatormenendez","SenatorMenendez","https://twitter.com/SenatorMenendez","https://cdn.civil.services/us-senate/headshots/512x512/robert-menendez.jpg"
"New Mexico","new-mexico","NM","nm","I","H001046","1937","N00029835","74517",,,,,"senator","democrat","Martin Heinrich","martin-heinrich","Martin",,"Heinrich",,,"MAR-tn HINE-rehk","male","white-american","lutheran","no","1971-10-17","2013-01-03","2019-01-03","Martin Heinrich, a Senator and a Representative from New Mexico; born in Fallon, Churchill County, Nev.; October 17, 1971; B. S., University of Missouri, Columbia, Mo., 1995; attended University of New Mexico, Albuquerque, N. Mex., 2001-2002; engineer; business owner; member, Albuquerque, N. Mex., city council, 2003-2007; President, Albuquerque, N. Mex., city council, 2005-2006; trustee, New Mexico state natural resources, 2006; elected as a Democrat to the One Hundred Eleventh and to the succeeding Congress (January 3, 2009-January 3, 2013); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019.","202-224-5521","202-228-2841","38.892839","-77.004356","303 Hart Senate Office Building, Washington, DC 20510",,,"303 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.heinrich.senate.gov","https://www.heinrich.senate.gov/contact","https://facebook.com/MartinHeinrich","MartinHeinrich","https://twitter.com/MartinHeinrich","https://cdn.civil.services/us-senate/headshots/512x512/martin-heinrich.jpg"
"New Mexico","new-mexico","NM","nm","II","L000570","1939","N00029562","102842","S0NM00058",,,,"senator","democrat","Ben Luján","ben-lujan","Ben","Ray","Luján",,,"behn lu-khan","male","hispanic-american","christian","no","1972-06-07","2021-01-03","2027-01-03","Senator Luján grew up in Nambé, a small farming community north of Santa Fe, bordered by the Nambé and Pojoaque Pueblos. It was there that he learned New Mexico values, including hard work, dedication, and perseverance, from his family and community.","202-224-6621",,"38.892839","-77.004356","B40C Dirksen Senate Office Building Washington DC 20510",,,"B40C Dirksen Senate Office Building Washington DC 20510",,,"Washington","DC","20510","Building","https://www.lujan.senate.gov","https://www.lujan.senate.gov/","https://www.facebook.com/SenatorLujan/","SenatorLujan","https://twitter.com/SenatorLujan","https://cdn.civil.services/us-senate/headshots/512x512/ben-lujan.jpg"
"Nevada","nevada","NV","nv","III","C001113",,"N00037161","69579",,,,,"senator","democrat","Catherine Cortez-Masto","catherine-cortez-masto","Catherine",,"Cortez-Masto",,,"KATH-rin KOR-tez MASS-toh","female","hispanic-american","roman-catholic","no","1964-03-29","2017-01-03","2023-01-03","Catherine Cortez Masto, a Senator from Nevada; born in Las Vegas, Nev., March 29, 1964; B.A., University of Nevada, 1986; J.D., Gonzaga University School of Law, 1990; admitted to the Nevada bar in 1990; assistant county manager, Clark County, Nev.; chief of staff to Nevada Governor Bob Miller; federal prosecutor; attorney general of Nevada 2007-2015; executive vice chancellor for the Nevada System of Higher Education; elected as a Democrat to the United States Senate in 2016 for the term ending January 3, 2023.","202-224-3542","202--228-6753","38.892839","-77.004356","B40A Dirksen Senate Office Building, Washington, DC 20510",,,"B40A Dirksen Senate Office Building",,,"Washington","DC","20510","Building","http://www.masto.senate.gov","https://www.cortezmasto.senate.gov/content/contact-senator","https://facebook.com/catherinecortezmasto","CatherineForNV","https://twitter.com/CatherineForNV","https://cdn.civil.services/us-senate/headshots/512x512/catherine-cortez-masto.jpg"
"Nevada","nevada","NV","nv","I","R000608",,"N00038734","169471","S8NV00156",,"Q27825033",,"senator","democrat","Jacky Rosen","jacky-rosen","Jacky",,"Rosen",,,"JA-kee ROH-zen","female","white-american","unspecified","no","1957-08-02","2019-01-03","2025-01-03","Jacky Rosen is a Democratic member of the U.S. Senate from Nevada. Rosen was elected to the office on November 6, 2018. Rosen was previously a Democratic member of the U.S. House representing the 3rd Congressional District of Nevada. Rosen was first elected to the House in 2016.","202-224-6244",,"38.892947","-77.075686","G12 Dirksen Senate Office Building Washington DC 20510",,,"G12 Dirksen Senate Office Building Washington DC 20510",,,"Washington","DC","20510","Building","https://www.rosen.senate.gov/","https://www.rosen.senate.gov/","https://facebook.com/SenJackyRosen","SenJackyRosen","https://twitter.com/SenJackyRosen","https://cdn.civil.services/us-senate/headshots/512x512/jacky-rosen.jpg"
"New York","new-york","NY","ny","III","S000148","1036","N00001093","26976",,,,,"senate-minority-leader","democrat","Charles Schumer","charles-schumer","Charles","E.","Schumer",,"Chuck","CHUHK SHOO-mer","male","white-american","jewish","no","1950-11-23","1999-01-03","2023-01-03","Charles Schumer, a Senator and a Representative from New York; born in Brooklyn, N.Y., November 23, 1950; attended the public schools; graduated from Madison High School, Brooklyn 1967; A.B., Harvard University 1971; J.D., Harvard Law School 1974; admitted to the New York bar in 1975; served in the New York State Assembly 1975-1980; elected as a Democrat to the Ninety-seventh and to the eight succeeding Congresses (January 3, 1981-January 3, 1999); was not a candidate in 1998 for reelection to the U.S. House of Representatives, but was elected as a Democrat to the United States Senate in 1998; reelected in 2004 and again in 2010 for the term ending January 3, 2017; chair, Democratic Senatorial Campaign Committee (2005-2008); chair, Democratic Policy and Communications Committee (2011-); chair, Joint Economic Committee (One Hundred Tenth and One Hundred Eleventh Congresses), Committee on Rules and Administration (One Hundred Eleventh to One Hundred Thirteenth Congresses).","202-224-6542","202-228-3027","38.892839","-77.004356","322 Hart Senate Office Building, Washington, DC 20510",,,"322 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.schumer.senate.gov","https://www.schumer.senate.gov/contact/email-chuck","https://facebook.com/senschumer","SenSchumer","https://twitter.com/SenSchumer","https://cdn.civil.services/us-senate/headshots/512x512/charles-schumer.jpg"
"New York","new-york","NY","ny","I","G000555","1866","N00027658","65147",,,,,"senator","democrat","Kirsten Gillibrand","kirsten-gillibrand","Kirsten","E.","Gillibrand",,,"KEER-stin JILL-uh-brand","female","white-american","roman-catholic","no","1966-12-09","2009-01-26","2019-01-03","Kirsten Gillibrand, a Senator and a Representative from New York; born in Albany, Albany County, N.Y., December 9, 1966; A.B., Dartmouth College, Hanover, N.H., 1988; J.D., University of California Los Angeles, Los Angeles, Calif., 1991; lawyer, private practice; special counsel, United States Housing and Urban Development; elected as a Democrat to the One Hundred Tenth Congress and to the succeeding Congress, and served from January 3, 2007, to January 26, 2009, when she resigned to become a U.S. Senator; appointed January 23, 2009, to fill the vacancy caused by the resignation of Hillary Clinton; appointment took effect upon her resignation from the House of Representatives on January 26, 2009; took the oath of office on January 27, 2009; elected in 2010 in a special election for the term ending January 3, 2013; reelected in 2012 for the term ending January 3, 2019.","202-224-4451","202-228-0282","38.892542","-77.007415","478 Russell Senate Office Building, Washington, DC 20510",,,"478 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.gillibrand.senate.gov","https://www.gillibrand.senate.gov/contact/","https://facebook.com/KirstenGillibrand","SenGillibrand","https://twitter.com/SenGillibrand","https://cdn.civil.services/us-senate/headshots/512x512/kirsten-gillibrand.jpg"
"Ohio","ohio","OH","oh","III","P000449","924","N00003682","27008",,,,,"senator","republican","Rob Portman","rob-portman","Rob",,"Portman",,,"RAHB PORT-min","male","white-american","methodist","no","1955-12-19","2011-01-03","2023-01-03","Robert Portman, a Senator and a Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, December 19, 1955; graduated from the Cincinnati Country Day School, Cincinnati, Ohio; graduated Dartmouth College, Hanover, N.H., B.A., 1979; graduated University of Michigan School of Law, Ann Arbor, Mich., J.D., 1984; associate counsel to President George H. W. Bush 1989; deputy assistant and director, Office of Legislative Affairs, White House Office 1989-1991; elected as a Republican to the One Hundred Third Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Willis D. Gradison, Jr.; reelected to the six succeeding Congresses until his resignation on April 29, 2005 (May 4, 1993-April 29, 2005); U.S. Trade Representative, in the cabinet of President of George W. Bush 2005-2006; Director, Office of Management and Budget, in the cabinet of President George W. Bush 2006-2007; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017.","202-224-3353",,"38.892542","-77.007415","448 Russell Senate Office Building, Washington, DC 20510",,,"448 Russell Senate Office Building",,,"Washington","DC","20510","Building","http://www.portman.senate.gov","https://www.portman.senate.gov/public/index.cfm/contact?p=contact...","https://facebook.com/senrobportman","robportman","https://twitter.com/robportman","https://cdn.civil.services/us-senate/headshots/512x512/rob-portman.jpg"
"Ohio","ohio","OH","oh","I","B000944","136","N00003535","27018",,,,,"senator","democrat","Sherrod Brown","sherrod-brown","Sherrod",,"Brown",,,"SHAIR-uhd BROWN","male","white-american","lutheran","no","1952-11-09","2007-01-03","2019-01-03","Sherrod Brown, a Senator and a Representative from Ohio; born in Mansfield, Richland County, Ohio, November 9, 1952; B.A., Yale University, New Haven, Conn., 1974; M.A., Ohio State University, Ohio, 1981; member of the faculty, Ohio State University, Mansfield, Ohio, 1979-1981; member of the Ohio State house of representatives, 1975-1982; Ohio secretary of state, 1983-1991; elected as a Democrat to the One Hundred Third and to the six succeeding Congresses (January 3, 1993-January 3, 2007); not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2006; reelected in 2012 for the term ending January 3, 2019.","202-224-2315","202-228-6321","38.892839","-77.004356","713 Hart Senate Office Building, Washington, DC 20510",,,"713 Hart Senate Office Building",,,"Washington","DC","20510","Building","http://www.brown.senate.gov","https://www.brown.senate.gov/contact/","https://facebook.com/sherrod","SenSherrodBrown","https://twitter.com/SenSherrodBrown","https://cdn.civil.services/us-senate/headshots/512x512/sherrod-brown.jpg"
