state_name,state_name_slug,state_code,state_code_slug,district,at_large,vacant,bioguide,thomas,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,website,contact_page,facebook_url,twitter_handle,twitter_url,photo_url
"New Jersey","new-jersey","NJ","nj","8","false","false","S001165","1818","N00027523","22510","H6NJ13191","673","Q527509","kg:/m/08bt8r","representative","democrat","Albio Sires","albio-sires","Albio",,"Sires",,,"AL-bee-oh SEAR-ees","male","hispanic-american","roman-catholic","no","1951-01-26","2006-11-13","2023-01-03","Albio Sires, a Representative from New Jersey; born in Bejucal, Cuba, January 26, 1951; graduated from Memorial High School, West New York, N.J.; B.A., St. Peter's College, Jersey City, N.J., 1974; M.A., Middlebury College, Middlebury, Vt., 1985; businessman; teacher; unsuccessful candidate for election to the One Hundredth Congress in 1986; mayor of West New York, N.J., 1995- 2007; member of the New Jersey state general assembly, 2000-2006, speaker, 2002-2006; elected as a Democrat to the One Hundred Ninth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Robert Menendez, and reelected to the six succeeding Congresses (November 7, 2006-present).","202-225-7919","202-226-0792","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://sires.house.gov","https://sires.house.gov/contact/email","https://facebook.com/RepAlbioSires","RepSires","https://twitter.com/RepSires","https://cdn.civil.services/us-house/headshots/512x512/albio-sires.jpg"
"New Jersey","new-jersey","NJ","nj","9","false","false","P000096","1510","N00000751","478","H6NJ08118","403","Q529090","kg:/m/03txs_","representative","democrat","Bill Pascrell","bill-pascrell","Bill",,"Pascrell","Jr.",,"BILL PASS-KRELL [equal stress]","male","white-american","roman-catholic","no","1937-01-25","1997-01-07","2023-01-03","Bill Pascrell, a Representative from New Jersey; born in Paterson, Passaic County, N.J., January 25, 1937; graduated from St. John the Baptist High School, Paterson, N.J., 1955; B.A., Fordham University, New York, N.Y., 1959; M.A., Fordham University, New York, N.Y., 1961; United States Army, 1961-1962; United States Army Reserve, 1962-1967; teacher; president of the Paterson, N.J., board of education, 1979-1982; member of the New Jersey state general assembly, 1988-1996, minority leader pro tempore; mayor of Paterson, N.J., 1990-1996; elected as a Democrat to the One Hundred Fifth and to the ten succeeding Congresses (January 3, 1997-present).","202-225-5751","202-225-5782","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://pascrell.house.gov","https://pascrell.house.gov/contact/email-me","https://facebook.com/pascrell","BillPascrell","https://twitter.com/BillPascrell","https://cdn.civil.services/us-house/headshots/512x512/bill-pascrell.jpg"
"New Jersey","new-jersey","NJ","nj","10","false","false","P000604","2097","N00034639","90668","H2NJ10154","1687","Q1240224","kg:/m/0jwr2v8","representative","democrat","Donald Payne","donald-payne","Donald",,"Payne","Jr.",,"DAHN-uhld PAYN","male","african-american","baptist","no","1958-12-17","2012-11-15","2023-01-03","Donald Payne, (son of Donald Milford Payne), a Representative from New Jersey; born in Newark, Essex County, N.J., December 17, 1958; attended Kean College, Union, N.J.; member of the New Jersey highway authority, 1990-1996; member of the Essex County educational services commission; freeholder-at-large, Essex County, N.J., board of freeholders, 2005-2012; at-large representative, Newark, N.J., city council, 2006-2012, president, 2010-2012; elected simultaneously as a Democrat to the One Hundred Twelfth and One Hundred Thirteenth Congresses, by special election, to fill the vacancy caused by the death of United States Representative Donald Milford Payne, and reelected to the two succeeding Congresses (November 6, 2012-present).","202-225-3436","202-225-4160","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://payne.house.gov","https://payne.house.gov/contact/email-me","https://facebook.com/DonaldPayneJr","RepDonaldPayne","https://twitter.com/RepDonaldPayne","https://cdn.civil.services/us-house/headshots/512x512/donald-payne.jpg"
"New Jersey","new-jersey","NJ","nj","11","false","false","S001207",,"N00041154","179651","H8NJ11142",,,,"representative","democrat","Mikie Sherrill","mikie-sherrill","Mikie",,"Sherrill",,,"MI-kee SHE-rel","female","white-american","unspecified","no","1972-01-19","2019-01-03","2023-01-03","Mikie Sherrill is the Democratic representative from New Jersey's 11th Congressional District in the U.S. House. Sherrill was elected to the office on November 6, 2018.","202-225-5034",,"38.8863235","-77.011373","313 Longworth HOB, Washington, DC 20003","313",,"Longworth HOB",,,"Washington","DC","20003",,"https://sherrill.house.gov","https://sherrill.house.gov/contact","https://facebook.com/HouseDemocrats","housedemocrats","https://twitter.com/housedemocrats","https://cdn.civil.services/us-house/headshots/512x512/mikie-sherrill.jpg"
"New Jersey","new-jersey","NJ","nj","12","false","false","W000822","2259","N00036158","24799","H4NJ12149","2100","Q4942457","kg:/m/08kj70","representative","democrat","Bonnie Watson Coleman","bonnie-watson-coleman","Bonnie",,"Watson Coleman",,,"BAH-nee WAHT-suhn KOLE-muhn","female","african-american","baptist","no","1945-02-06","2015-01-06","2023-01-03","Bonnie Watson Coleman, a Representative from New Jersey; born in Camden, Camden County, N.J., February 6, 1945; B.A., Thomas Edison State College, Trenton, N.J., 1985; member of the New Jersey state assembly, 1998-2014, majority leader, 2006-2009; member, New Jersey state democratic committee, 2002-2006; elected as a Democrat to the One Hundred Fourteenth and to the succeeding Congress (January 3, 2015-present).","202-225-5801","202-225-6025","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://watsoncoleman.house.gov","https://watsoncoleman.house.gov/contact/email","https://facebook.com/RepBonnieWatsonColeman","RepBonnie","https://twitter.com/RepBonnie","https://cdn.civil.services/us-house/headshots/512x512/bonnie-watson-coleman.jpg"
"New Mexico","new-mexico","NM","nm","1","false","false","H001080",,"N00040933","149368","H8NM01331",,,,"representative","democrat","Debra Haaland","debra-haaland","Debra","A.","Haaland",,"Deb","DEB-ruh HAH-land","female","native-american","unspecified","no","1960-12-02","2019-01-03","2023-01-03","Debra Haaland is the Democratic representative from New Mexico's 1st Congressional District in the U.S. House. Haaland was elected to the office on November 6, 2018.","202-225-6316",,"38.8863235","-77.011373","330 Longworth HOB, Washington, DC 20003","330",,"Longworth HOB",,,"Washington","DC","20003",,"https://haaland.house.gov","https://haaland.house.gov/contact","https://facebook.com/HouseDemocrats","housedemocrats","https://twitter.com/housedemocrats","https://cdn.civil.services/us-house/headshots/512x512/debra-haaland.jpg"
"New Mexico","new-mexico","NM","nm","2","false","false","H001084",,,"121681","H8NM02156",,,,"representative","republican","Stella Herrell","stella-herrell","Stella","Yvette","Herrell",,"Yvette","ee-vet her-rell","female","native-american","christian","no","1964-03-16","2021-01-03","2023-01-03","Herrell graduated from ITT School of Business in Boise, Idaho, and attended New Mexico State University. As of her 2020 campaign, Herrell was a realtor.","202-225-2365",,"38.8863235","-77.011373","1305 Longworth House Office Building Washington DC 20515-3102","1305",,"Longworth",,,"House Office Building Washington","DC","20515",,"https://herrell.house.gov","https://herrell.house.gov/contact","https://facebook.com/RepHerrell","RepHerrell","https://twitter.com/RepHerrell","https://cdn.civil.services/us-house/headshots/512x512/stella-herrell.jpg"
"New Mexico","new-mexico","NM","nm","3","false","false","L000273",,,,"H0NM03102",,,,"representative","democrat","Teresa Fernandez","teresa-fernandez","Teresa","Leger","Fernandez",,,"tuh-ree-suh fuh-nan-dez","female","hispanic-american","catholic","no","1959-07-01","2021-01-03","2023-01-03","Fernandez received a B.A. from Yale University and a J.D. from Stanford Law School. As of her 2020 campaign, Fernandez was counsel and strategist at Leger Law & Strategy, LLC. From 2013 to 2016, Fernandez was vice-chair of the Council on Historic Preservation in the Obama administration.","202-225-6190",,"38.8863235","-77.011373","1432 Longworth House Office Building Washington DC 20515-3103","1432",,"Longworth",,,"House Office Building Washington","DC","20515",,"https://fernandez.house.gov","https://fernandez.house.gov/contact","https://facebook.com/RepTeresaLF","RepTeresaLF","https://twitter.com/RepTeresaLF","https://cdn.civil.services/us-house/headshots/512x512/teresa-fernandez.jpg"
"Nevada","nevada","NV","nv","1","false","false","T000468","1940","N00030191","2629","H8NV03036","800","Q524440","kg:/m/07hwl2","representative","democrat","Dina Titus","dina-titus","Dina",,"Titus",,,"DEE-nuh TIE-tus","female","white-american","eastern-orthodox","no","1950-05-23","2009-01-06","2023-01-03","Dina Titus, a Representative from Nevada; born in Thomasville, Thomas County, Ga., May 23, 1950; A.B., College of William and Mary, Williamsburg, Va., 1970; M.A., University of Georgia, Athens, Ga., 1973; Ph.D., Florida State University, Tallahassee, Fla., 1976; professor, University of Nevada, Las Vegas, Nev., 1977-2011; member of the Nevada state senate, 1989-2008, minority leader, 1993-2008; unsuccessful candidate for Governor of Nevada, 2006; elected as a Democrat to the One Hundred Eleventh Congress (January 3, 2009-January 3, 2011); unsuccessful candidate for reelection to the One Hundred Twelfth Congress in 2010; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-5965",,"38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://titus.house.gov","https://titus.house.gov/contact/email-me","https://facebook.com/CongresswomanTitus","repdinatitus","https://twitter.com/repdinatitus","https://cdn.civil.services/us-house/headshots/512x512/dina-titus.jpg"
"Nevada","nevada","NV","nv","2","false","false","A000369","2090","N00031177","12537","H2NV02395","1680","Q23944","kg:/m/03bzdkn","representative","republican","Mark Amodei","mark-amodei","Mark",,"Amodei",,,"MARK AM-uh-day","male","white-american","christian","no","1958-06-12","2011-09-13","2023-01-03","Mark Amodei, a Representative from Nevada; born in Carson City, Carson City County, Nev., June 12, 1958; graduated from Carson High School, Carson City, Nev., 1976; B.A., University of Nevada, Reno, Nev., 1980; J.D., University of the Pacific, McGeorge School of Law, Sacramento, Calif., 1983; United States Army, 1984-1987; lawyer, private practice; member of the Nevada state assembly, 1997; member of the Nevada state senate, 1999-2011, president pro tempore, 2003-2005; elected as a Republican to the One Hundred Twelfth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Dean Heller, and reelected to the three succeeding Congresses (September 13, 2011-present).","202-225-6155","202-225-5679","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://amodei.house.gov","https://amodei.house.gov/email-me","https://facebook.com/MarkAmodeiNV2","MarkAmodeiNV2","https://twitter.com/MarkAmodeiNV2","https://cdn.civil.services/us-house/headshots/512x512/mark-amodei.jpg"
"Nevada","nevada","NV","nv","3","false","false","L000590",,"N00037247","169344","H8NV03200",,,,"representative","democrat","Susie Lee","susie-lee","Susie",,"Lee",,,"SOO-zee LEE","female","white-american","unspecified","no","1966-11-07","2019-01-03","2023-01-03","Susie Lee is the Democratic representative from Nevada's 3rd Congressional District in the U.S. House. Lee was elected to the office on November 6, 2018.","202-225-3252",,"38.8863235","-77.011373","522 Cannon HOB, Washington, DC 20003","522",,"Cannon HOB",,,"Washington","DC","20003",,"https://susielee.house.gov","https://susielee.house.gov/contact","https://facebook.com/HouseDemocrats","housedemocrats","https://twitter.com/housedemocrats","https://cdn.civil.services/us-house/headshots/512x512/susie-lee.jpg"
"Nevada","nevada","NV","nv","4","false","false","H001066",,"N00033638","44064","H2NV04011",,"Q3514907","kg:/m/03c01w9","representative","democrat","Steven Horsford","steven-horsford","Steven",,"Horsford",,,"STEE-ven HORS-ford","male","white-american","unspecified","no","1973-04-29","2019-01-03","2023-01-03","Steven Horsford is the Democratic representative from Nevada's 4th Congressional District in the U.S. House. Horsford was elected to the office on November 6, 2018.","202-225-9894",,"38.8863235","-77.011373","1330 Longworth HOB Washington DC 20515","1330",,"Longworth",,,"HOB Washington","DC","20515",,"https://horsford.house.gov","https://horsford.house.gov/contact","https://facebook.com/HouseDemocrats","housedemocrats","https://twitter.com/housedemocrats","https://cdn.civil.services/us-house/headshots/512x512/steven-horsford.jpg"
"New York","new-york","NY","ny","1","false","false","Z000017","2261","N00029404","110252","H8NY01148","2102","Q16221257","kg:/m/03h4jcq","representative","republican","Lee Zeldin","lee-zeldin","Lee",,"Zeldin",,,"LEE ZEL-din","male","white-american","jewish","no","1980-01-30","2015-01-06","2023-01-03","Lee Zeldin, a Representative from New York; born in East Meadow, Nassau County, N.Y., January 30, 1980; graduated from William Floyd High School, Brookhaven, N.Y., 1998; B.A., State University of New York, Albany, N.Y., 2001; J.D., Albany Law School, Albany, N.Y., 2003; United States Army, 2003-2007; United States Army Reserve, 2007-present; lawyer, private practice; unsuccessful candidate for election to the One Hundred Eleventh Congress in 2008; member of the New York state senate, 2010-2014; elected as a Republican to the One Hundred Fourteenth and to the succeeding Congress (January 3, 2015-present).","202-225-3826","202-225-3143","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://zeldin.house.gov","https://zeldin.house.gov/contact/email","https://facebook.com/RepLeeZeldin","RepLeeZeldin","https://twitter.com/RepLeeZeldin","https://cdn.civil.services/us-house/headshots/512x512/lee-zeldin.jpg"
"New York","new-york","NY","ny","2","false","false","G000597",,,,"H0NY02234",,,,"representative","republican","Andrew Garbarino","andrew-garbarino","Andrew",,"Garbarino",,,"an-droo gar-ba-ree-no","male","white-american","catholic","no","1984-09-27","2021-01-03","2023-01-03","Garbarino received a bachelor's degree in history and classical humanities from George Washington University and a law degree from Hofstra University. After graduating, he worked as an attorney at his family's law firm.","202-225-7896",,"38.8863235","-77.011373","1516 Longworth House Office Building Washington DC 20515-3202","1516",,"Longworth",,,"House Office Building Washington","DC","20515",,"https://garbarino.house.gov","https://garbarino.house.gov/contact","https://facebook.com/RepAndrewGarbarino","RepGarbarino","https://twitter.com/RepGarbarino","https://cdn.civil.services/us-house/headshots/512x512/andrew-garbarino.jpg"
"New York","new-york","NY","ny","3","false","false","S001201",,"N00038742","92111","H6NY03247","2229","Q7794276",,"representative","democrat","Thomas Suozzi","thomas-suozzi","Thomas",,"Suozzi",,"Tom","TAHM SWAH-zee","male","white-american","roman-catholic","no","1962-08-31","2017-01-03","2023-01-03","Thomas Suozzi, a Representative from New York; born in Glen Cove, Nassau County, N.Y., August 31, 1962; graduated from Chaminade High School, Mineola, N.Y., 1980; B.S., Boston College, Chestnut Hill, Mass., 1984; J.D., Fordham University, New York City, N.Y., 1989; certified public accountant; lawyer, private practice; Mayor of Glen Cove, N.Y., 1994-2001; Nassau County, N.Y., executive, 2002-2009; unsuccessful candidate for nomination as Governor of New York in 2006; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-3335","202-225-4669","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://suozzi.house.gov","https://suozzi.house.gov/contact/email","https://facebook.com/tom.suozzi","Tom_Suozzi","https://twitter.com/Tom_Suozzi","https://cdn.civil.services/us-house/headshots/512x512/thomas-suozzi.jpg"
"New York","new-york","NY","ny","4","false","false","R000602","2262","N00035927","127653","H4NY04075","2103","Q6376887","kg:/m/08z1cf","representative","democrat","Kathleen Rice","kathleen-rice","Kathleen",,"Rice",,,"KATH-leen RICE","female","white-american","roman-catholic","no","1965-02-15","2015-01-06","2023-01-03","Kathleen Rice, a Representative from New York; born in Manhattan, New York County, N.Y., February 15, 1965; graduated from Garden City High School, Garden City, N.Y., 1983; B.A., Catholic University of America, Washington, D.C., 1987; J.D., Touro Law Center, Long Island, N.Y., 1991; lawyer; Nassau County, N.Y., district attorney, 2005-2014; unsuccessful candidate for election as New York state attorney general in 2010; elected as a Democrat to the One Hundred Fourteenth and to the succeeding Congress (January 3, 2015-present).","202-225-5516","202-225-5758","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://kathleenrice.house.gov","https://kathleenrice.house.gov/contact","https://facebook.com/repkathleenrice","RepKathleenRice","https://twitter.com/RepKathleenRice","https://cdn.civil.services/us-house/headshots/512x512/kathleen-rice.jpg"
"New York","new-york","NY","ny","5","false","false","M001137","1506","N00001171","4360","H8NY06048","367","Q1545391","kg:/m/024_3b","representative","democrat","Gregory Meeks","gregory-meeks","Gregory","W.","Meeks",,,"GREH-gree MEEKS","male","african-american","baptist","no","1953-09-25","1997-01-07","2023-01-03","Gregory Meeks, a Representative from New York; born in East Harlem, New York County, N.Y., September 25, 1953; graduated from Julia Richman High School, New York, N.Y., 1971; B.A., Adelphi University, Garden City, N.Y., 1975; J.D., Howard University, Washington, D.C., 1978; lawyer; Queens County, N.Y. assistant district attorney, 1978-1983; assistant special narcotics prosecutor, New York, N.Y.; deputy counsel, New York state investigation commission, 1984-1985; supervising judge, New York state workers compensation board, 1985-1992; member of the New York state assembly, 1992-1998; elected as a Democrat to the One Hundred Fifth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Floyd H. Flake, and to the ten succeeding Congresses (February 3, 1998-present).","202-225-3461","202-226-4169","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://meeks.house.gov","https://meeks.house.gov/contact-me/email-me","https://facebook.com/gregorymeeksny05","GregoryMeeks","https://twitter.com/GregoryMeeks","https://cdn.civil.services/us-house/headshots/512x512/gregory-meeks.jpg"
"New York","new-york","NY","ny","6","false","false","M001188","2148","N00034547","69157","H2NY06116","1784","Q5591303","kg:/m/04ld76x","representative","democrat","Grace Meng","grace-meng","Grace",,"Meng",,,"GRACE MAYNG","female","asian-american","christian","no","1975-10-01","2013-01-03","2023-01-03","Grace Meng, a Representative from New York; born in Queens, Queens County, N.Y., October 1, 1975; graduated from Stuyvesant High School, New York, N.Y., 1993; A.B., University of Michigan, Ann Arbor, Mich., 1997; J.D., Yeshiva University, New York City, N.Y., 2002; lawyer, private practice; member of the New York state assembly, 2009-2012; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-2601","202-225-1589","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://meng.house.gov","https://meng.house.gov/contact/email-me","https://facebook.com/repgracemeng","RepGraceMeng","https://twitter.com/RepGraceMeng","https://cdn.civil.services/us-house/headshots/512x512/grace-meng.jpg"
"New York","new-york","NY","ny","8","false","false","J000294","2149","N00033640","55285","H2NY10092","1785","Q5640425","kg:/m/025_74m","representative","democrat","Hakeem Jeffries","hakeem-jeffries","Hakeem",,"Jeffries",,,"hah-KEEM JEFF-reez","male","african-american","baptist","no","1970-08-04","2013-01-03","2023-01-03","Hakeem Jeffries, a Representative from New York; born in Brooklyn, Kings County, N.Y., August 4, 1970; B.A., Binghamton University, Vestal, N.Y., 1992; M.P.P., Georgetown University, Washington, D.C., 1994; J.D., New York University, New York, N.Y., 1997; law clerk, United States District Court for the Southern District of New York, 1997-1998; lawyer, private practice; member of the New York state assembly, 2007-2012; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-5936",,"38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://jeffries.house.gov","https://jeffries.house.gov/contact/email-me","https://facebook.com/RepHakeemJeffries","RepJeffries","https://twitter.com/RepJeffries","https://cdn.civil.services/us-house/headshots/512x512/hakeem-jeffries.jpg"
"New York","new-york","NY","ny","7","false","false","V000081","1184","N00001102","26975","H2NY00010","501","Q434890","kg:/m/03sjbt","representative","democrat","Nydia Velazquez","nydia-velazquez","Nydia","M.","Velazquez",,,"NEE-dee-uh vuh-LASS-kess","female","hispanic-american","roman-catholic","no","1953-03-28","1993-01-05","2023-01-03","Nydia VelÃ¡zquez, a Representative from New York; born in Yabucoa, P.R., March 28, 1953; B.A., University of Puerto Rico, Rio Piedras, 1974; M.A., New York University, New York, N.Y., 1976; faculty, University of Puerto Rico, Humacao, P.R., 1976-1981; adjunct professor, Hunter College, City University of New York, N.Y., 1981-1983; staff, United States Representative Edolphus Towns of New York, 1983; member of the New York, N.Y., city council, 1984; national director, Migration Division Office, Puerto Rico department of labor and human resources, 1986-1989; director, department of Puerto Rican community affairs in the United States for the Commonwealth of Puerto Rico, 1989-1992; elected as a Democrat to the One Hundred Third and to the twelve succeeding Congresses (January 3, 1993-present); chair, Committee on Small Business (One Hundred Tenth and One Hundred Eleventh Congresses).","202-225-2361","202-226-0327","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://velazquez.house.gov","https://velazquez.house.gov/contact/email","https://facebook.com/pagesNydia-Velazquez/8037068318","NydiaVelazquez","https://twitter.com/NydiaVelazquez","https://cdn.civil.services/us-house/headshots/512x512/nydia-velazquez.jpg"
"New York","new-york","NY","ny","9","false","false","C001067","1864","N00026961","44741","H4NY11138","706","Q461679","kg:/m/06h90t","representative","democrat","Yvette Clarke","yvette-clarke","Yvette","D.","Clarke",,,"ee-VET KLARK","female","african-american","african-methodist","no","1964-11-21","2007-01-04","2023-01-03","Yvette Clarke, a Representative from New York; born in Brooklyn, Kings County, N.Y., November 21, 1964; attended Oberlin College, Oberlin, N.Y., 1982-1986; childcare specialist; staff, state senator Velmanette Montgomery, 1989-1991; executive assistant, New York state Workers' Compensation Board, 1992-1993; youth program director; business development director; member of the New York, N.Y., city council, 2002-2007; unsuccessful candidate for nomination for the One Hundred Ninth Congress in 2004; elected as a Democrat to the One Hundred Tenth and to the five succeeding Congresses (January 3, 2007-present).","202-225-6231","202-226-0112","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://clarke.house.gov","https://clarke.house.gov/contact/email","https://facebook.com/repyvettedclarke","RepYvetteClarke","https://twitter.com/RepYvetteClarke","https://cdn.civil.services/us-house/headshots/512x512/yvette-clarke.jpg"
"New York","new-york","NY","ny","10","false","false","N000002","850","N00000939","26980","H2NY17071","385","Q505598","kg:/m/03tk11","representative","democrat","Jerrold Nadler","jerrold-nadler","Jerrold",,"Nadler",,"Jerry","JAIR-ee NADD-ler","male","white-american","jewish","no","1947-06-13","1992-11-03","2023-01-03","Jerrold Nadler, a Representative from New York; born in Brooklyn, Kings County, New York, June 13, 1947; graduated from Stuyvesant High School, New York, N.Y., 1965; B.A., Columbia University, New York, N.Y., 1969; J.D., Fordham University, New York, N.Y., 1978; legislative assistant, New York state assembly, 1972; member of the New York state assembly, 1977-1992; elected as a Democrat to the One Hundred Second Congress, by special election, to fill the vacancy caused by the death of United States Representative Theodore S. Weiss, and to the thirteen succeeding Congresses (November 3, 1992-present).","202-225-5635",,"38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://jerroldnadler.house.gov","https://jerroldnadler.house.gov/forms/writeyourrep/default.aspx","https://facebook.com/CongressmanNadler","RepJerryNadler","https://twitter.com/RepJerryNadler","https://cdn.civil.services/us-house/headshots/512x512/jerrold-nadler.jpg"
"New York","new-york","NY","ny","11","false","false","M000317",,,,"H0NY11078",,,,"representative","republican","Nicole Malliotakis","nicole-malliotakis","Nicole",,"Malliotakis",,,"nee-kohl maw lee-oh-ta-kis","female","white-american","eastern-orthodox","no","1980-11-11","2021-01-03","2023-01-03","Malliotakis received a bachelor's degree in communications from Seton Hall University and a master's of business administration from Wagner College. She previously worked as a liaison for other New York politicians, including former state Senator John Marchi (R) and former Governor George Pataki (R). Malliotakis also worked as a public affairs manager at Con Edison.","202-225-3371",,"38.8863235","-77.011373","417 Cannon House Office Building Washington DC 20515-3211","417",,"Cannon",,,"House Office Building Washington","DC","20515",,"https://malliotakis.house.gov","https://malliotakis.house.gov/contact","https://facebook.com/NMalliotakis","NMalliotakis","https://twitter.com/NMalliotakis","https://cdn.civil.services/us-house/headshots/512x512/nicole-malliotakis.jpg"
"New York","new-york","NY","ny","12","false","false","M000087","729","N00000078","26978","H2NY14037","349","Q455833","kg:/m/03txd5","representative","democrat","Carolyn Maloney","carolyn-maloney","Carolyn",,"Maloney",,,"KAIR-uh-luhn muh-LOH-nee","female","white-american","presbyterian","no","1946-02-19","1993-01-05","2023-01-03","Carolyn Maloney, a Representative from New York; born in Greensboro, Guilford County, N.C., February 19, 1946; B.A., Greensboro College, Greensboro, N.C., 1968; community affairs coordinator, New York, N.Y., board of education welfare education program, 1972-1975; staff, New York, N.Y., board of education center for career and occupational education, 1975-1976; staff, New York state assembly committee on housing, 1977; senior program analyst, New York state assembly committee on cities, 1977-1979; executive director, advisory council, office of the New York state senate minority leader, 1979-1982; director of special projects, office of the New York state senate minority leader, 1980-1982; member of the New York, N.Y., city council, 1982-1992; elected as a Democrat to the One Hundred Third and to the twelve succeeding Congresses (January 3, 1993-present); chair, Joint Economic Committee (One Hundred Eleventh Congress).","202-225-7944","202-225-4709","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://maloney.house.gov","https://maloney.house.gov/services/email-me","https://facebook.com/HouseDemocrats","RepMaloney","https://twitter.com/RepMaloney","https://cdn.civil.services/us-house/headshots/512x512/carolyn-maloney.jpg"
"New York","new-york","NY","ny","13","false","false","E000297",,"N00034549","14379","H2NY13096","2230","Q4685569","kg:/m/06nfs2","representative","democrat","Adriano Espaillat","adriano-espaillat","Adriano",,"Espaillat",,,"ah-dree-AH-noh es-pahy-AHT [R is trilled in Spanish]","male","hispanic-american","roman-catholic","no","1954-09-27","2017-01-03","2023-01-03","Adriano Espaillat, a Representative from New York; born in Santiago, Dominican Republic, September 27, 1954; graduated from Bishop Dubois High School, New York City, N.Y., 1974; B.S., Queens College, New York City, N.Y., 1978; attended New York University, New York City, N.Y; attended Rutgers University, New Brunswick, N.J.; coordinator, New York City Criminal Justice Agency, 1980-1988; director, Washington Heights, N.Y., victim services community office, 1992-1994; director, Project Right Start, 1994-1996; member of the New York state assembly, 1996-2010; member of the New York state senate, 2010-2016; unsuccessful candidate for nomination to the One Hundred Thirteenth Congress in 2012 and the One Hundred Fourteenth Congress in 2014; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-4365","202-225-0816","38.8863235","-77.011373","2436 Rayburn HOB, Washington, DC 20515","2436",,"Rayburn HOB",,,"Washington","DC","20515",,"https://espaillat.house.gov","https://espaillat.house.gov/contact/email","https://facebook.com/RepEspaillat","RepEspaillat","https://twitter.com/RepEspaillat","https://cdn.civil.services/us-house/headshots/512x512/adriano-espaillat.jpg"
"New York","new-york","NY","ny","14","false","false","O000172",,"N00041162","180416","H8NY15148",,,,"representative","democrat","Alexandria Ocasio-Cortez","alexandria-ocasio-cortez","Alexandria",,"Ocasio-Cortez",,,"A-lig-ZAN-dree-uh OH-KAH-see-OH-KOR-tez","female","multi-racial-american","unspecified","no","1989-10-13","2019-01-03","2023-01-03","Alexandria Ocasio-Cortez is the Democratic representative from New York's 14th Congressional District in the U.S. House. Ocasio-Cortez was elected to the office on November 6, 2018.","202-225-3965",,"38.8863235","-77.011373","534 Longworth HOB, Washington, DC 20003","534",,"Longworth HOB",,,"Washington","DC","20003",,"https://ocasio-cortez.house.gov","https://ocasio-cortez.house.gov/contact","https://facebook.com/HouseDemocrats","housedemocrats","https://twitter.com/housedemocrats","https://cdn.civil.services/us-house/headshots/512x512/alexandria-ocasio-cortez.jpg"
